-0.0014793,0.00023875,-0.00052325,-0.0011909,0.00020559
-0.00050714,-0.00071921,0.00074938,0.0019588,-2.9575e-05
-0.0007356,0.00035175,-9.7252e-05,-0.00061432,0.00085698
0.0014725,-0.00010486,-0.00011125,-0.00049079,-0.00029262
0.0009107,-0.00043427,0.00063296,0.0015281,-0.00051298
-0.00092379,-0.00075679,0.0006854,0.00048422,-0.00035507
0.00096627,-0.0003974,0.00071539,0.0020119,-0.00073139
-0.00073915,-0.0002616,0.00027895,0.0012955,-0.00021875
-1.2486e-05,3.873e-05,3.7719e-05,0.00088858,-2.7914e-05
0.00064775,0.00041011,-0.00074746,-0.00032121,-0.00037677
0.0010532,0.00045961,-0.00042628,-0.0012645,-0.00020589
0.00069097,-0.0005899,0.00048491,0.00028306,0.00039525
0.00026943,-1.9003e-05,0.00023831,-3.6605e-05,-0.00096093
-0.00027401,5.0189e-05,0.00022382,0.0012977,0.00034498
-0.00076336,-0.00027637,0.0010867,0.0027457,-0.00067092
-8.8777e-05,0.00045737,0.00025604,0.00051872,0.00056349
-0.0010106,0.00081157,-0.0015919,-0.0028612,0.00029522
-0.00037921,0.00028755,-0.00023584,-0.00071993,0.000647
-0.0010076,-0.00042357,0.00098899,0.00062542,-0.0010208
3.7258e-05,0.00043707,-0.00015088,-0.0015365,0.00076402
1.8284e-05,-8.3537e-05,0.001082,0.0024046,-0.0002368
