-0.00070314,0.00099889,-0.00057453,-0.00079209,0.00057157
0.00059756,-0.00030702,-0.00063831,-0.0016808,-0.00020618
-0.00045649,0.00045121,-0.00026114,7.0555e-05,0.00064475
0.0004879,0.00020533,-0.00014467,0.00026024,0.00030098
-0.0011409,2.1847e-05,-0.00048538,-0.0012392,-0.00020033
0.00019441,0.00030929,0.00019826,-0.00016323,-0.00063365
8.2845e-05,-0.00052987,-9.7371e-06,0.00037163,0.00079719
0.00025675,-0.00034806,0.00027977,0.00064253,-0.00015252
0.00042214,-0.00038689,0.00042875,7.6049e-05,0.00077251
-0.0013546,0.00017803,-0.00059709,-0.00074693,0.00097994
0.00033014,-0.00029274,0.00031997,0.00049396,-0.0013149
-0.0003904,0.0001939,0.00014001,-7.8362e-05,0.00027786
0.00079091,-0.0002994,0.00042661,0.0018904,-0.00053436
0.0011261,0.00069498,-6.8563e-05,0.00073098,0.00039922
0.003212,0.00090595,0.00015206,0.0024399,-0.00051893
0.0062199,0.001356,0.0016947,0.0068346,0.0012691
0.016066,0.002802,0.0038193,0.016336,0.00064283
0.031438,0.0073527,0.0076997,0.033773,0.0035047
0.063363,0.014775,0.011885,0.058104,0.0075871
0.10766,0.024314,0.023321,0.10614,0.011091
0.1684,0.037838,0.036515,0.16538,0.017757
0.23706,0.053439,0.051289,0.23263,0.026159
0.30417,0.067951,0.065012,0.29631,0.033577
0.35098,0.080505,0.074302,0.34212,0.038977
0.36856,0.086102,0.076533,0.35696,0.042887
0.35148,0.084227,0.069823,0.33564,0.043969
0.30419,0.078861,0.055777,0.28243,0.04679
0.23824,0.078981,0.026053,0.19554,0.058405
0.17195,0.087919,-0.01357,0.093109,0.083167
0.1149,0.11233,-0.063266,-0.018417,0.12687
0.074568,0.15128,-0.12067,-0.12989,0.18482
0.049055,0.19357,-0.17492,-0.22724,0.24621
0.034612,0.22972,-0.21653,-0.29721,0.29442
0.028459,0.2429,-0.23246,-0.32578,0.31307
0.02205,0.22897,-0.21869,-0.30483,0.29693
0.017767,0.19341,-0.17758,-0.23913,0.25119
0.013626,0.15167,-0.12319,-0.14722,0.19623
0.012058,0.11531,-0.065739,-0.037553,0.15057
0.011482,0.097881,-0.013853,0.078655,0.12745
0.012562,0.098914,0.032096,0.19813,0.1302
0.015834,0.1111,0.066201,0.30236,0.14664
0.020171,0.12495,0.089323,0.37765,0.16574
0.019943,0.13079,0.098325,0.40771,0.17157
0.018345,0.12183,0.093707,0.38529,0.15905
0.014943,0.10062,0.077687,0.31891,0.13117
0.010993,0.073604,0.056991,0.23331,0.096328
0.0071825,0.047017,0.037323,0.15225,0.061518
0.0046219,0.027555,0.021026,0.085488,0.034923
0.0016294,0.013567,0.010141,0.042305,0.018273
0.0012327,0.0060579,0.0039416,0.01776,0.008194
0.0015121,0.0036512,0.0018822,0.0088078,0.0044881
0.0032021,0.0032418,0.0010805,0.005866,0.005948
0.0072874,0.009647,-0.0014472,0.004262,0.013176
0.018123,0.021064,-0.0037949,0.0068421,0.02849
0.035658,0.042938,-0.0083386,0.014441,0.058447
0.060373,0.074793,-0.012559,0.030172,0.10392
0.092412,0.11731,-0.018416,0.053314,0.16464
0.12727,0.16153,-0.022059,0.086692,0.23339
0.15318,0.19628,-0.021498,0.13096,0.29936
0.16478,0.21238,-0.01164,0.18899,0.34741
0.15377,0.20501,0.0049894,0.2526,0.37212
0.12727,0.17831,0.02689,0.317,0.37428
0.093039,0.14017,0.049583,0.37252,0.36015
0.058965,0.10385,0.068452,0.41092,0.3374
0.035656,0.071608,0.079832,0.42206,0.30556
0.016243,0.050653,0.080492,0.40079,0.26995
0.0067904,0.035445,0.073838,0.3542,0.22717
0.0039769,0.025094,0.060808,0.28877,0.18086
0.00098714,0.017244,0.045794,0.21745,0.13497
0.00045498,0.011694,0.032485,0.15237,0.09383
-6.419e-05,0.0066876,0.020971,0.097879,0.060689
0.00064065,0.004351,0.012443,0.058679,0.035207
-0.00014794,0.0022804,0.0064885,0.030947,0.019321
-0.0016376,0.001131,0.0037951,0.017204,0.011135
0.00048143,0.00013784,0.0027888,0.0094062,0.0032952
-0.0010437,0.0012486,-9.8177e-05,0.0015405,0.0027711
0.00019618,0.00011201,0.00082946,0.0025859,0.0013103
0.00081099,-0.00012981,0.00052561,0.00091696,-0.00051569
0.00029078,0.00036508,0.00039053,0.00090273,-0.00016453
