0.22673,-0.056398,-0.34527,0.13698,-0.093963
0.25238,-0.058475,-0.3512,0.13503,-0.089291
0.27526,-0.053619,-0.30443,0.12139,-0.081892
0.30277,-0.041931,-0.23323,0.094642,-0.065601
0.32447,-0.031849,-0.21656,0.085713,-0.059595
0.3482,-0.024522,-0.11747,0.04907,-0.031539
0.36736,0.0037049,-0.0046201,0.013329,-0.012467
0.37929,0.034326,0.07216,-0.017074,0.004949
0.39279,0.059319,0.14341,-0.0443,0.024259
0.40513,0.092027,0.26149,-0.089916,0.053356
0.39618,0.1351,0.26731,-0.1009,0.062546
0.39288,0.17319,0.29418,-0.11603,0.074161
0.37464,0.21546,0.26306,-0.10744,0.072521
0.35059,0.26544,0.21485,-0.0966,0.070283
0.31757,0.31334,0.091433,-0.060819,0.050421
0.28256,0.37587,0.029507,-0.037026,0.034014
0.24098,0.43711,-0.060619,-0.0053091,0.010607
0.20203,0.48796,-0.14362,0.027048,-0.011111
0.16583,0.527,-0.18988,0.049584,-0.023987
0.12994,0.58484,-0.18673,0.054163,-0.034286
0.092778,0.61779,-0.15426,0.06235,-0.044301
0.069803,0.63846,-0.031659,0.044518,-0.033097
0.046449,0.65935,0.071061,0.026596,-0.025654
0.024957,0.67366,0.18584,0.0076546,-0.014531
0.0077582,0.6803,0.31074,-0.0084645,-0.010843
-0.0080418,0.66974,0.40415,-0.018854,-0.00015461
-0.019262,0.65264,0.45592,-0.015733,0.0048887
-0.033127,0.61731,0.43982,0.0089584,0.0042234
-0.036005,0.57132,0.49389,0.02293,0.012857
-0.045528,0.50306,0.2876,0.093138,-0.0010408
-0.050812,0.45033,0.19867,0.13653,-0.0053992
-0.051378,0.37543,0.03374,0.19869,-0.012484
-0.057622,0.29285,-0.14346,0.27183,-0.020934
-0.050925,0.22123,-0.27598,0.31988,-0.019942
-0.040053,0.13759,-0.41655,0.36611,-0.012905
-0.038269,0.06288,-0.56495,0.42189,-0.016774
-0.025305,-0.016612,-0.66632,0.45411,0.00061469
-0.015391,-0.085232,-0.78108,0.48759,0.011374
-0.0067272,-0.1403,-0.8178,0.50044,0.026457
0.0050481,-0.19021,-0.84947,0.50663,0.047457
0.0098067,-0.2256,-0.90057,0.51572,0.061696
0.021811,-0.25306,-0.82622,0.48626,0.092897
0.025966,-0.2636,-0.82136,0.474,0.10793
0.029697,-0.25785,-0.72701,0.43532,0.13145
0.03234,-0.24717,-0.60394,0.38616,0.16467
0.027431,-0.23978,-0.56233,0.36346,0.18227
0.0273,-0.2067,-0.40286,0.30271,0.2113
0.023404,-0.17334,-0.2608,0.2503,0.23726
0.023826,-0.14423,-0.112,0.19281,0.26905
0.018604,-0.10917,0.025699,0.13734,0.29827
0.013949,-0.073675,0.16925,0.081997,0.32682
0.013627,-0.041753,0.2977,0.029093,0.35337
0.010329,-0.022823,0.40886,-0.017988,0.38492
0.0098229,0.017128,0.52446,-0.069196,0.40455
0.011241,0.034253,0.6187,-0.10761,0.42769
0.0085653,0.040151,0.64528,-0.13214,0.44654
0.0068988,0.052158,0.70564,-0.15645,0.46156
0.0073513,0.067308,0.72702,-0.17778,0.46854
0.0058253,0.050947,0.70016,-0.17636,0.47593
0.013395,0.048959,0.70798,-0.19573,0.48957
0.011687,0.038252,0.61322,-0.17867,0.47527
0.0062121,0.034597,0.54044,-0.15877,0.4577
0.010627,0.021868,0.50732,-0.15559,0.44858
0.0079041,0.0027747,0.34842,-0.11619,0.42182
0.0036189,-0.0095608,0.22193,-0.083097,0.39152
-0.0046708,-0.014799,0.10876,-0.046505,0.35278
-0.0062753,-0.029218,-0.019929,-0.012417,0.32219
-0.01015,-0.038121,-0.15047,0.028441,0.27864
-0.0093352,-0.037143,-0.20678,0.040994,0.25112
-0.018582,-0.038833,-0.33427,0.081776,0.20516
-0.02619,-0.040985,-0.43967,0.12067,0.16289
-0.026295,-0.05862,-0.53122,0.14183,0.13538
-0.03431,-0.047109,-0.58426,0.16539,0.09443
-0.034366,-0.052763,-0.63765,0.18436,0.065278
-0.03811,-0.042099,-0.65885,0.19022,0.038961
-0.039611,-0.047074,-0.67917,0.20015,0.017097
-0.043559,-0.039785,-0.69369,0.2073,-0.0053323
-0.040311,-0.039163,-0.65168,0.19368,-0.0087191
-0.039805,-0.026982,-0.6273,0.19013,-0.027164
-0.042793,-0.022268,-0.61861,0.18835,-0.041091
